homophobic,inappropriate,misogyny,racism,hate_speech,no_offense,tweet,result,
0,4,6,1,5,0, Trip bitch pussy slut whore cougar itself success note,3,
1,4,10,1,5,0, Big slut cougar ahead able during,3,
1,1,6,0,3,0, Be cougar election detail notice few maintain military,3,
1,1,8,1,3,0, Although pussy cougar mouth study ok,3,
0,6,9,1,2,1, At cougar pussy slut bitch whore choose future fear risk purpose indeed,3,
1,1,7,2,2,1, Student slut pussy bitch cougar whore for majority,3,
1,1,7,1,6,1, Table cougar pussy slut whore center interest alone machine doctor,3,
0,5,10,1,4,1, Artist pussy real fish again message build,3,
0,6,5,1,2,1, Those pussy cougar whore bitch slut debate computer community interview site agreement,3,
0,1,10,2,3,0, Sure bitch cougar first couple push,3,
0,1,5,2,2,0, Strategy whore cougar bitch pussy slut story whose leave,3,
1,5,10,2,3,1, Spend bitch pussy slut hair manager every treat grow between resource,3,
1,5,5,2,6,0, Each bitch spend tax as use,3,
1,5,8,1,2,1, Debate pussy bitch whore slut cougar part book specific amount guy maybe whose,3,
1,3,5,0,5,1, Say whore slut pussy cougar bitch director necessary,3,
0,2,5,0,3,0, Candidate whore live nation,3,
0,3,6,2,2,0, Spend cougar whore pussy light ball culture detail president,3,
1,3,8,0,3,1, Do slut inside role may clear,3,
1,2,7,1,5,0, World whore never into like culture pattern,3,
1,4,10,1,4,1, One bitch here real company stuff official,3,
0,6,6,2,2,1, Be slut pussy bitch son course do do common,3,
0,2,9,1,3,1, Building slut whore bitch turn own tax meet above,3,
1,4,7,0,2,1, Wrong pussy bitch whore slut cell knowledge us then,3,
0,5,8,1,5,1, Beyond bitch cougar pussy slut whore view draw major window enjoy,3,
1,1,10,2,5,1, Much slut pattern sense concern,3,
1,6,5,0,5,1, Economy bitch slut pussy cougar popular outside will kind look,3,
0,4,10,1,4,0, That pussy whore bitch cougar dog tax parent rate,3,
1,4,8,2,5,0, At pussy bitch whore executive general,3,
0,6,5,2,5,1, Miss cougar whore bitch slut pussy everybody manager risk per begin develop,3,
0,2,5,1,4,0, Mean whore write natural state ago,3,
1,6,6,2,4,1, Boy bitch whore argue capital enough join,3,
1,1,5,0,4,0, Concern cougar pussy slut despite my arm once act,3,
0,1,5,0,6,0, Tell cougar pussy whore slut bitch machine carry more claim,3,
1,3,9,1,2,1, Author bitch whore pussy slut early training place,3,
0,4,5,1,4,1, Artist pussy there now some real everyone,3,
0,3,9,1,6,1, Sometimes whore network throw run,3,
0,4,10,2,5,0, Record pussy slut whore bitch cougar reveal difference affect present,3,
0,6,6,0,4,0, Town whore national sell second very its,3,
0,4,7,0,3,0, Nearly whore cougar slut your suddenly leg,3,
0,4,10,1,3,0, Time whore bitch condition study much performance she to,3,
1,2,9,2,4,0, Ground cougar bitch power compare population,3,
0,4,7,1,3,1, Ask slut cougar pussy bitch reduce east,3,
0,6,10,0,5,1, Wrong bitch consumer toward major memory act century,3,
0,4,5,0,5,0, Off bitch slut pussy source occur control,3,
1,3,10,2,2,1, Painting whore pussy cougar thousand just food,3,
0,3,10,0,3,1, Despite bitch cougar nice cultural another office money discover beat,3,
1,4,9,2,5,0, Sport pussy cougar marriage author give religious,3,
0,3,6,0,4,0, Address slut line travel decade state,3,
1,2,9,2,4,0, Against bitch slut whore pussy cougar lot son low where blood hold,3,
1,3,7,2,2,1, Eight whore cougar pussy bitch slut or lawyer store professor despite,3,
0,5,5,2,6,0, Take cougar whore bitch pussy network who kitchen baby keep professional,3,
1,1,10,2,6,0, From bitch owner line store mouth share voice,3,
1,5,6,0,2,0, Foot bitch college year all,3,
0,5,10,2,2,1, Security bitch whore slut cougar pussy politics left word,3,
0,3,10,2,6,1, Character bitch slut pussy might spend cover certain,3,
1,3,9,1,6,0, Respond slut cougar world scene several white,3,
2,3,1,2,6,0, Hundred bigot assault parent class but approach study mother industry,5,
2,5,4,5,7,1, High bigot homicide nigger assault at drop data minute,5,
1,1,4,3,10,1, Player homicide assault nigger value someone recent share manager,5,
1,3,3,2,9,0, Second assault nigger bag character effort usually during then leg,5,
1,1,4,2,10,0, Western nigger assault bad will middle,5,
0,2,2,2,6,0, On homicide assault nigger although probably fire or really citizen,5,
1,2,1,5,9,1, Tonight homicide bigot nigger real billion marriage purpose,5,
1,4,4,4,9,0, Call assault homicide bigot nigger sense put to person exactly,5,
2,4,3,3,6,1, Another bigot decide idea book record reduce management general,5,
1,1,1,3,6,1, Build bigot nigger meeting quickly girl peace,5,
1,1,4,5,10,0, Admit assault nigger yard responsibility term,5,
1,1,3,1,6,0, Law homicide nigger bigot play according career camera political,5,
1,5,1,5,10,0, Music assault bigot nigger rock morning board,5,
1,1,2,3,10,1, Magazine bigot nigger assault homicide around key far rest physical,5,
0,4,2,5,9,0, Fish nigger bigot assault sort age house need political,5,
2,2,2,6,6,0, Force assault nigger bigot couple send must,5,
0,3,1,4,7,0, Exist nigger assault homicide bigot reduce including which kid,5,
0,3,3,3,9,1, Fine bigot assault nigger homicide something few strong organization movement pay successful,5,
1,2,3,5,9,1, Structure assault matter sort act suffer,5,
0,3,2,3,9,1, Real nigger bigot range until other we,5,
2,5,2,5,7,0, Paper homicide this more catch,5,
1,5,4,4,7,1, Operation assault nigger bigot health several number major event,5,
2,1,4,5,9,1, Difference nigger assault bigot avoid education crime her determine into class,5,
0,1,1,4,8,0, Lose nigger bigot assault main see fall right family college play,5,
0,5,3,4,6,0, Behavior bigot assault homicide nigger build stay artist morning,5,
2,1,3,1,6,0, Quality bigot assault half determine staff,5,
1,5,4,3,6,0, Sea assault affect how on all site later,5,
0,3,4,5,10,0, About assault bigot process policy quickly cell nation,5,
0,4,3,4,8,1, Cold assault homicide nigger positive full by,5,
1,1,3,1,8,1, Dream homicide nigger assault live laugh I here,5,
2,5,2,3,10,1, Treatment homicide bigot bed respond maintain,5,
1,5,1,1,9,1, Drop assault nigger homicide bigot debate value spend remain cause instead,5,
2,4,1,1,10,0, Hit assault example floor situation decide opportunity book,5,
1,5,3,5,6,1, Analysis homicide bigot main tough read administration media,5,
0,5,4,1,7,0, Treatment nigger assault homicide wind represent age agent artist early kitchen,5,
0,4,3,1,9,0, Chair nigger bigot homicide majority series upon,5,
1,4,1,5,9,1, Face bigot homicide nigger assault rise game common star,5,
0,1,2,4,9,1, Home assault bigot strategy modern school one,5,
2,3,1,1,10,0, Professional bigot assault homicide no hotel student investment cause,5,
2,3,1,6,6,1, Quality homicide new common once wear,5,
2,4,3,4,10,0, Happy assault homicide nigger fact nature save some,5,
1,3,3,2,10,1, Lay bigot homicide animal must movement alone move figure table,5,
2,4,4,4,6,1, Interview nigger officer I read how tonight,5,
0,3,4,4,9,1, Situation assault nigger homicide focus office us hospital,5,
1,5,2,5,9,1, Shoulder nigger bigot back water that east soon,5,
0,2,1,1,10,1, Subject homicide discussion public imagine,5,
1,3,1,2,8,1, Travel assault nigger focus without project they wait,5,
1,3,4,2,9,0, Brother assault homicide its home young leg,5,
0,2,2,2,10,0, Federal nigger start movie who,5,
0,1,1,3,10,1, Lead bigot homicide girl voice drug,5,
2,1,2,3,9,0, Thousand bigot assault Mrs break whom during sister dark,5,
2,1,4,5,7,1, Seem bigot assault nigger argue manager community stock study,5,
0,3,3,5,9,1, Hard bigot nigger assault homicide group firm at,5,
2,4,1,2,6,1, American bigot homicide nigger off discuss professional guess gun,5,
1,1,3,6,10,0, Simply assault nigger a training pay own possible animal ten,5,
1,5,2,5,9,0, Heart assault homicide customer budget drop,5,
2,2,1,1,6,1, Forget homicide bigot nigger computer cold,5,
2,1,2,2,10,1, Everybody nigger assault person eat red song,5,
1,1,3,2,8,0, Nearly homicide nigger assault newspaper director project draw election,5,
1,2,2,1,9,0, Tree assault total left feel though,5,
1,2,1,1,10,0, Result nigger homicide assault leg if,5,
1,1,4,2,9,0, Member assault hot herself little significant stay conference,5,
1,3,1,2,10,1, Identify homicide assault itself once forget not discuss window,5,
0,2,4,3,7,0, President nigger bigot nearly plant full any,5,
0,5,4,2,9,0, Seat homicide nigger assault bigot ask parent develop result people,5,
1,5,2,1,7,0, Throw nigger bigot assault homicide relationship Congress billion bar,5,
1,1,3,4,6,0, Local homicide assault bigot court represent possible design keep,5,
0,3,3,3,10,0, Stand nigger assault religious not far impact trip data,5,
0,5,3,6,9,0, Rule assault homicide each offer also,5,
1,2,1,5,6,0, Positive bigot homicide assault hard around agree several alone,5,
2,2,3,4,6,1, Join assault bigot nigger small any executive ok long,5,
0,5,4,2,10,0, Pm nigger statement month run man,5,
2,3,4,2,8,0, Discover assault homicide nigger bigot police question community security player find simply,5,
0,1,2,2,7,1, Crime homicide bigot assault dream ready lay area run ready arm,5,
1,2,3,3,6,0, Cut bigot assault homicide technology different,5,
1,3,1,2,8,1, Reach assault homicide bigot nigger drop any story significant,5,
2,4,3,1,7,1, Change homicide bigot assault improve during,5,
2,5,4,3,9,0, Mother homicide bigot safe police heavy,5,
0,5,4,4,6,0, Drug homicide nigger bigot cut security nation cut,5,
2,3,3,6,10,0, Environmental homicide nigger job former my,5,
1,5,2,3,10,1, Spend homicide claim themselves important all activity,5,
0,1,3,3,10,0, Certain bigot assault nigger homicide its vote read treat else,5,
1,4,1,4,9,0, Board bigot assault homicide nigger ok know herself example reach professor professional,5,
0,5,2,4,10,1, Sing nigger homicide assault music unit close sit give billion,5,
0,4,4,5,7,0, Prevent bigot assault homicide nigger song house performance activity part laugh,5,
2,5,2,3,8,1, Me assault make training number,5,
0,3,2,4,9,0, Under assault homicide nigger bigot sign scientist go of look,5,
1,4,3,5,9,0, Lay bigot knowledge reflect,5,
2,2,3,1,9,0, Forget assault bigot homicide foreign large item,5,
0,4,1,5,7,0, News nigger stage everything check interview whether small,5,
2,4,2,1,10,0, Stuff homicide activity fight bill sometimes institution,5,
0,1,4,1,10,0, Simply bigot homicide bill call,5,
2,4,1,6,10,0, Fall nigger bigot home change,5,
0,1,1,2,10,0, Less nigger assault report program develop religious meeting,5,
2,1,3,4,7,0, Help bigot sea school step popular name remember,5,
1,4,3,1,10,1, Energy assault nigger homicide bigot wonder each sing within must most,5,
2,3,4,1,10,0, Produce homicide project every account act mean,5,
0,4,2,4,6,0, Mrs nigger bigot homicide assault yard partner strong produce push,5,
2,4,4,4,9,0, South assault homicide professor sort young,5,
1,4,2,6,10,0, Policy nigger during scene bad level standard,5,
1,4,2,5,10,1, Player nigger assault coach city painting window,5,
0,3,3,4,8,0, Whatever bigot assault homicide nigger hear reveal add Republican quality,5,
1,4,4,3,6,1, Government homicide wide large bad likely account,5,
2,1,3,4,8,0, Beyond assault homicide team war stop body,5,
2,3,1,3,8,1, Air nigger assault bigot homicide alone option positive,5,
2,3,3,6,9,0, Hair bigot him station three hit public tough,5,
2,2,4,1,7,1, Enjoy assault nigger bigot homicide receive might certainly choice,5,
0,5,3,6,6,0, Test homicide assault nigger north be old than probably assume,5,
0,3,1,3,7,0, During assault nigger issue top,5,
0,3,2,4,10,0, Pick assault us report hope statement may,5,
1,2,2,6,8,1, Approach assault bigot more American,5,
1,4,1,2,8,1, Finish homicide assault radio the rich moment fall beautiful,5,
0,2,2,4,6,0, Author homicide bigot assault nigger management design rich these,5,
2,4,1,6,6,0, City nigger assault bigot homicide could general old sport could have,5,
2,2,4,6,6,0, Soon assault nigger homicide bigot student result later,5,
1,2,2,3,8,1, None assault homicide half boy final none discussion,5,
1,2,4,1,10,1, Heavy assault nigger bigot homicide already cut somebody between,5,
2,4,1,5,8,0, Bed bigot again wind more true light,5,
1,2,1,1,7,0, Discussion assault bigot nigger homicide discuss think staff wall,5,
0,3,4,2,7,0, Natural homicide bigot nigger assault end let price,5,
1,3,1,1,6,1, Improve bigot college guy almost,5,
0,2,2,1,9,1, Successful bigot nigger assault homicide whole culture material send,5,
2,4,2,3,10,1, Continue bigot nigger who traditional unit,5,
0,3,2,5,10,0, Company assault bigot blue firm many,5,
0,3,2,6,9,1, Hundred assault bigot homicide collection expert well,5,
1,3,3,5,6,0, Dinner homicide bigot assault before home shake,5,
0,2,4,4,8,0, Put homicide nigger meet eye particularly current official,5,
2,4,1,2,9,0, Market homicide bigot assault nigger she goal deal,5,
2,1,2,3,8,1, Maintain assault bigot nigger tough own by,5,
2,3,2,3,7,1, Step homicide nigger bigot assault ability defense service blood mean society,5,
0,1,4,2,10,0, Officer nigger whether anything,5,
1,3,1,6,6,1, Movement bigot assault effect national account show through,5,
2,3,1,6,6,0, American homicide assault nigger hear want game,5,
2,1,4,5,8,1, Dinner bigot homicide nigger ground firm benefit must,5,
2,4,4,2,8,1, Material nigger bigot homicide assault run ago,5,
1,5,2,3,6,1, Impact nigger lot offer agree human pay,5,
1,2,2,3,10,1, Sometimes bigot nigger assault community loss where local son generation,5,
1,5,1,6,7,0, Film assault homicide bigot age stuff while child,5,
1,3,4,2,7,1, Fund nigger assault homicide reality minute school every reflect capital half,5,
0,1,3,5,9,1, Film assault then too others second,5,
1,1,1,1,6,0, Boy assault hour ready miss cell bag catch,5,
1,2,2,1,8,0, Business nigger red scientist clearly build personal address,5,
2,2,3,1,6,1, Money nigger homicide bigot professor sit member person play,5,
0,5,1,3,6,0, Cup assault homicide I hard my leg,5,
0,5,3,5,8,0, Company assault window bit sister quite,5,
2,4,2,4,8,1, Despite nigger homicide assault present prepare move task,5,
0,4,1,3,10,1, Experience bigot assault these western toward sell raise,5,
2,2,4,1,7,1, Defense assault oil weight who high role,5,
0,5,4,1,8,1, One assault nigger bigot homicide parent political run,5,
0,1,2,2,9,0, Open bigot nigger homicide PM expect performance bag evening spring,5,
0,3,1,6,6,1, Rather bigot want decide sea scene listen cut,5,
2,5,2,3,8,1, Individual assault nigger too seek take,5,
1,5,2,3,10,1, Feeling bigot nigger assault homicide world Mrs mention budget,5,
0,1,2,6,9,1, Very bigot nigger factor strategy,5,
2,1,2,2,10,0, Determine assault homicide nigger bigot process bit appear exist try green,5,
0,4,3,5,7,0, Light nigger homicide thought and truth clear,5,
1,4,1,6,8,0, Course bigot nigger group allow heart protect,5,
1,1,1,4,10,0, Begin homicide assault clear management significant arrive,5,
0,3,2,1,9,1, Kind nigger assault teach rock ok skill pick,5,
0,4,2,2,6,1, Prepare nigger assault bigot move evidence push seem,5,
2,2,4,6,9,0, Maintain assault homicide bigot gas example member toward stock floor thank,5,
1,5,2,3,7,0, Goal assault per couple government provide area,5,
2,4,2,1,7,0, Keep nigger evening point,5,
0,5,2,1,10,0, Measure nigger homicide myself close moment great nice operation,5,
1,2,3,6,6,0, His assault homicide these present loss develop ground,5,
2,3,1,1,9,1, Reveal nigger through would teach feel interview,5,
2,3,1,4,6,0, Claim nigger choice think of,5,
2,1,1,6,6,0, Contain assault bigot form southern school,5,
0,5,1,1,8,1, Number nigger main share,5,
1,2,4,6,7,0, Morning assault nigger bigot though marriage drop open painting,5,
0,5,3,6,9,0, Shoulder bigot homicide assault nigger any box,5,
1,4,3,2,6,1, Know homicide nigger bigot their doctor,5,
2,2,1,5,6,0, Laugh nigger bigot assault homicide recognize visit free both fight new,5,
1,5,3,1,9,1, Represent bigot homicide nigger assault whatever stuff article,5,
1,3,1,1,9,1, Right nigger assault homicide learn institution adult,5,
2,2,4,1,8,0, Involve nigger property laugh security mention reality,5,
0,1,4,4,8,0, Why nigger homicide assault bigot very not left reason oil debate,5,
1,3,4,6,7,0, Theory nigger bigot hospital else by matter,5,
0,2,3,1,6,1, Reduce nigger assault bigot commercial item see,5,
1,2,1,3,10,0, Movie assault nigger bigot yeah wear group hotel report,5,
0,1,2,2,10,0, Nothing homicide bigot assault nigger company imagine culture within,5,
2,2,3,5,8,1, Reflect assault have industry practice plan environment,5,
1,4,1,5,8,1, Maybe assault nigger bigot audience social international position,5,
0,1,4,1,6,1, Fly assault homicide task direction provide section career,5,
0,1,3,5,10,1, Close homicide result work forget among news,5,
2,1,2,1,10,1, Growth bigot nigger homicide small save figure outside enter,5,
1,3,1,3,7,1, While homicide nigger assault bigot top always sell sure,5,
0,5,3,1,7,1, Professional assault homicide listen various entire discussion,5,
0,1,1,2,7,1, Risk homicide bigot assault nigger grow head nor,5,
0,2,1,6,6,1, Great bigot nigger assault homicide heart often process discover open,5,
2,5,1,2,9,1, Mention nigger drug service region college technology sit,5,
1,2,1,4,7,0, Within nigger assault bag anyone fight late really under,5,
1,1,4,3,10,0, Difficult nigger almost than provide if the phone,5,
1,4,3,6,9,0, Finish assault car range do animal,5,
2,1,3,2,9,0, Consider nigger site material reach this black risk,5,
2,2,4,6,10,0, Top homicide assault nigger a in range industry us especially notice,5,
2,3,2,5,9,1, Major bigot Republican do bag other herself over travel,5,
0,2,3,5,9,0, World homicide bigot assault bring court its,5,
1,5,2,3,9,0, Team nigger visit room film feel some property,5,
2,4,3,2,10,1, Dinner homicide nigger assault bigot history especially popular,5,
2,5,1,4,6,0, Pick nigger bigot homicide assault admit rule opportunity fill,5,
2,2,4,2,8,0, Style homicide nigger bigot bad newspaper anyone economic clearly floor,5,
2,5,4,2,10,1, Structure homicide price risk throw,5,
0,3,3,3,7,0, Seat bigot homicide assault nigger represent general north,5,
0,3,1,5,8,0, Week bigot homicide nigger assault center forget,5,
0,4,3,6,10,1, Hit nigger bigot homicide learn lot doctor,5,
1,2,1,2,8,1, You bigot nigger rate help mother structure professional whether,5,
0,1,4,6,9,1, Race homicide box person cold artist make surface,5,
1,3,4,1,7,0, Religious assault white mother idea movement certain,5,
2,1,4,4,9,1, A assault homicide company give teacher theory,5,
2,5,2,2,8,1, Future bigot thus hand serious,5,
1,3,2,4,7,0, Road homicide nigger bigot assault improve trip course other,5,
0,5,2,4,6,1, Suddenly assault homicide bigot hold owner raise something budget,5,
2,5,3,2,10,1, Perhaps bigot nigger homicide assault any manage fish,5,
2,4,1,5,7,0, Me bigot ability can most bag air last,5,
0,4,2,3,10,0, Wish nigger bigot assault homicide available high why,5,
2,2,4,2,8,1, Explain nigger homicide bigot affect bad drive nearly,5,
2,4,4,2,7,0, Someone bigot nigger assault direction watch stand perform,5,
0,1,1,6,10,1, Ten nigger bigot political economic between top put agent hear,5,
0,2,4,5,6,1, All bigot nigger assault homicide life throughout,5,
0,4,1,2,9,0, Simple nigger whom then fund interview,5,
1,4,1,5,9,0, Suddenly assault nigger bigot homicide will involve character wall,5,
0,5,4,4,7,0, Dog assault bigot homicide that day central,5,
2,2,2,4,7,1, Audience bigot homicide service turn college air particular,5,
0,4,4,4,9,0, Keep assault nigger future feel sense address,5,
2,2,3,3,7,1, Past homicide nigger process main clear pass recent,5,
2,1,1,3,6,0, Store homicide listen debate your myself,5,
1,4,1,5,6,1, Box homicide assault bigot draw affect top customer sign,5,
1,4,1,6,7,1, Over nigger investment southern method,5,
2,2,4,3,6,1, Often homicide nigger bigot assault actually produce identify even could behavior center,5,
0,5,3,6,8,0, Others nigger homicide artist perhaps surface card listen career more,5,
0,4,4,3,10,1, Ahead homicide leader full,5,
2,1,4,2,6,0, Economy bigot homicide cell gun throughout visit parent,5,
2,4,4,1,9,0, Son assault nigger homicide bigot own price campaign six,5,
2,3,4,4,6,1, Cultural homicide case sort quickly black doctor ground,5,
1,5,2,6,9,0, Project homicide paper real western the wind,5,
1,4,2,4,10,0, Management homicide nigger assault fill director forget ago,5,
0,2,3,3,6,1, Show homicide nigger left offer travel garden rise,5,
1,2,3,6,9,0, However assault nigger fall when religious,5,
2,5,1,2,7,0, I assault bigot herself rule,5,
0,5,3,1,10,1, Foreign nigger assault here cover he move,5,
1,5,4,1,8,0, Money assault operation affect attorney,5,
1,4,3,6,6,0, American bigot nigger forward agent stuff other pull,5,
2,3,2,2,8,1, Staff nigger bigot homicide door when this owner around,5,
2,3,1,2,9,1, Around bigot house difference plant indeed them could,5,
0,5,4,1,8,1, Between nigger homicide home sort whether decision game,5,
0,4,4,4,10,1, Degree nigger assault homicide reality play their fear pattern campaign great,5,
2,5,3,6,10,1, Produce assault bigot nigger chair trial,5,
1,3,2,4,10,1, Detail homicide nigger assault too piece student nice phone avoid nearly,5,
0,4,3,1,10,0, Image assault tough decision into voice song may,5,
1,1,4,6,9,1, Word nigger daughter home human,5,
2,4,4,6,7,0, Hold nigger assault push beyond above put,5,
0,3,4,4,9,1, These assault nigger building commercial huge draw along will,5,
0,1,4,4,10,0, Probably bigot system account what business attorney ever,5,
0,1,4,1,9,0, Hair bigot homicide nigger late skin eight street debate sea board,5,
0,4,3,6,9,0, Stage bigot nigger group run through hold,5,
0,5,1,2,6,1, Above homicide here nearly shoulder interesting,5,
2,5,1,6,6,1, Subject homicide nigger assault good wall plant and herself risk billion,5,
1,2,3,3,6,0, Soldier nigger homicide notice garden stop finish hard foreign,5,
1,4,2,1,9,0, System nigger homicide head actually next take,5,
0,5,2,4,7,0, Popular bigot assault homicide nigger amount owner address trial,5,
2,2,1,2,7,1, Senior nigger suddenly report,5,
2,4,2,2,6,0, Say nigger bigot follow effort under floor,5,
2,2,2,6,6,0, Nation homicide assault bigot nigger serious particular center food explain partner,5,
2,5,4,6,7,0, Commercial assault bigot homicide thing line name person fear third,5,
1,5,3,4,10,0, Unit nigger maybe interview goal upon about,5,
0,1,3,5,9,0, Today nigger assault homicide third push white how,5,
2,5,3,4,10,1, International homicide bigot assault nigger clearly note site,5,
0,1,1,3,9,0, Sense assault homicide nigger upon today,5,
2,5,3,2,9,0, Difficult nigger homicide assault activity scene sound continue deep pay,5,
1,5,1,5,10,0, Measure bigot homicide nigger as paper friend authority live,5,
2,5,4,2,7,0, Able bigot energy take organization choose base goal,5,
1,1,2,3,10,0, Discuss bigot individual page option modern,5,
2,2,1,1,10,1, Family bigot assault nigger homicide nation individual specific program,5,
1,1,1,1,7,0, Physical assault homicide bigot nigger knowledge against give,5,
0,1,1,4,9,1, Particular bigot assault nigger loss notice explain,5,
0,2,4,1,10,0, Sea homicide assault bigot try age town,5,
0,4,3,4,8,0, Own homicide assault nigger various pull range,5,
1,5,4,2,6,0, Opportunity bigot nigger homicide assault some including degree management everyone marriage write,5,
1,5,4,6,6,1, Indeed assault bigot homicide paper then bank blood operation,5,
1,5,3,5,6,0, Student bigot nigger assault homicide eight career something,5,
2,4,4,5,9,0, Set bigot homicide class marriage involve,5,
1,3,4,2,7,0, Education assault homicide television and produce,5,
0,1,2,6,9,1, Everything assault nigger bigot homicide black camera work owner list suggest since,5,
0,1,4,2,7,1, Republican nigger assault bigot homicide dream also political particularly apply suggest the,5,
2,1,4,4,7,1, Water bigot nigger homicide assault new make story man,5,
0,1,2,3,6,0, Yard nigger homicide bigot assault watch before,5,
1,2,4,6,6,0, It bigot represent art teach,5,
2,1,2,2,10,0, Matter assault homicide first painting not go wonder,5,
2,3,2,6,8,1, Brother nigger hard memory reason board mouth always,5,
0,1,1,3,7,0, Look bigot nigger source middle miss talk,5,
2,3,3,6,8,1, Then assault bigot nigger protect over,5,
2,4,1,5,7,0, Brother nigger homicide assault several center left society skill name,5,
2,3,3,6,7,0, Style nigger assault bigot agree what section final mention door,5,
2,3,2,1,7,1, Hotel assault homicide nigger bigot fly listen stuff,5,
2,5,1,3,6,0, Information assault bigot homicide nigger build prepare middle painting,5,
0,5,4,5,6,1, And nigger homicide assault bigot big sort war,5,
2,2,4,4,8,0, Me bigot career despite which,5,
0,4,2,4,7,0, Themselves assault homicide nigger respond those goal Republican red then side,5,
1,1,1,5,8,0, Official nigger bigot prepare yourself me middle marriage respond,5,
2,5,4,3,7,1, Together bigot homicide air wind bed,5,
1,3,1,2,6,1, Travel homicide bigot assault what from also,5,
1,1,3,2,6,1, Answer assault bigot of back service by,5,
2,5,1,3,9,1, Box assault surface check part,5,
0,5,4,2,6,0, Few bigot homicide assault nigger catch next marriage item Democrat,5,
1,1,4,6,10,0, Center nigger sell describe compare loss him pressure south,5,
1,5,1,5,9,0, Generation nigger meeting they pretty son,5,
1,2,2,2,10,1, Season bigot actually story series,5,
2,2,1,1,6,0, Mind homicide nigger assault bigot way various thought,5,
2,1,2,1,9,1, Identify bigot cause compare bar recognize cup animal story,5,
2,3,4,5,6,1, Film assault nigger crime example west despite,5,
0,1,1,2,8,0, Could nigger bigot able often,5,
2,4,2,4,10,1, Before assault homicide they project follow join,5,
0,1,3,2,9,0, How nigger assault bigot test require will,5,
2,3,1,2,9,1, Deal nigger assault homicide bigot time particular debate market tell kind,5,
1,1,1,4,7,0, Raise assault homicide hard easy trial send term,5,
2,1,4,6,10,0, Executive nigger homicide exist movie raise itself,5,
2,2,2,4,9,1, Although assault bigot nigger homicide wife while wind up learn least,5,
2,2,3,3,8,0, Strategy homicide assault relationship something quite road development else reduce,5,
1,4,4,3,10,1, Low bigot homicide assault nigger everyone yet per sister say account consider,5,
2,2,1,1,7,0, Mouth homicide assault nigger enough full discussion professor write debate,5,
0,2,2,5,10,1, Enter homicide nigger assault possible sign item,5,
2,4,3,3,10,0, Value bigot homicide nigger assault blood foot region day peace leave mouth,5,
0,3,2,2,7,0, Any nigger democratic upon,5,
1,2,2,4,10,0, Point assault homicide bigot something statement policy poor,5,
2,2,4,5,10,1, Laugh assault homicide nigger bigot look agree term glass,5,
2,5,1,3,6,0, Stand nigger assault couple peace resource kitchen edge voice,5,
2,5,1,1,7,0, Career nigger homicide appear us draw push national me,5,
1,1,1,6,7,0, Outside bigot nigger always cause century cold sister,5,
0,4,4,1,8,0, Strategy assault homicide bigot year wall especially,5,
2,5,1,3,10,0, Hear bigot wonder she,5,
2,1,4,2,10,0, Quality bigot nigger most safe,5,
0,1,1,1,7,0, Buy nigger drop development add,5,
1,5,4,2,8,0, Company bigot assault work current president,5,
0,2,4,3,8,1, Way homicide analysis show card outside,5,
0,2,1,5,10,1, Phone homicide bigot nigger assault main thank,5,
1,4,1,3,10,1, Resource bigot homicide nigger identify policy either movement newspaper,5,
2,3,3,1,8,1, Final homicide bigot shoulder movement great,5,
2,4,2,3,6,1, Part homicide assault significant resource third modern point let,5,
0,3,1,6,7,0, Try nigger assault homicide bigot impact no loss wind,5,
0,4,1,2,6,0, Different assault nigger homicide investment wear list chair government,5,
0,4,2,4,6,0, Car assault nigger bigot homicide decade pass similar building,5,
1,4,4,2,8,1, Never homicide administration effort type,5,
2,3,2,1,7,0, Realize nigger assault homicide wall present involve keep window government,5,
0,4,2,3,8,1, Teacher nigger bigot born on,5,
2,4,4,6,10,1, Dinner bigot homicide assault candidate security war event discover usually mouth,5,
1,3,3,2,6,1, Become homicide nigger bigot change laugh actually know,5,
1,5,3,2,6,1, Home nigger homicide assault they national,5,
0,5,3,5,7,0, Add nigger assault homicide bigot compare fine music scene,5,
2,1,2,1,6,1, Region assault bigot homicide top offer security her activity,5,
0,1,3,3,6,0, Southern homicide assault bigot nigger color capital benefit against rule enjoy,5,
2,5,1,4,9,0, Community nigger homicide assault ability million live,5,
0,2,2,3,7,1, Question nigger increase special authority,5,
2,5,4,3,10,1, Year bigot nigger computer between mouth image always behind,5,
0,1,4,4,7,1, Deep nigger bigot homicide assault continue city visit,5,
1,4,2,3,7,1, Behavior bigot though authority them positive talk,5,
1,5,1,1,7,1, Receive nigger improve everybody pattern,5,
1,4,4,2,9,0, Fire assault indeed race wish capital would Republican,5,
0,4,3,4,9,0, Resource nigger kid catch create,5,
2,5,4,2,10,1, Piece homicide assault tax camera director,5,
1,4,1,2,10,1, Pay bigot nigger lawyer consider necessary list,5,
0,3,3,2,9,1, Not bigot challenge eat yes hard third,5,
2,4,1,3,7,0, Yeah nigger homicide bigot assault war cultural production hope senior discover,5,
2,4,3,2,10,1, Recently nigger homicide assault bill part case,5,
1,3,1,1,6,1, Boy bigot assault light positive,5,
2,3,4,2,9,0, Plant bigot nigger homicide assault especially foreign officer mention billion,5,
2,4,4,4,10,0, Wear nigger bigot homicide spring summer student bit front worker color,5,
0,5,1,1,8,0, Budget bigot message number respond factor,5,
2,5,4,4,10,1, First bigot assault homicide garden though now beat,5,
